gameweek,roster_id,pp_points,points,manager,opponent_id,pp_points_opponent,points_opponent,pp_win,win,league
4,1,163.33999999999997,128.14,MajorNC,7,87.5,77.0,1.0,1.0,UK Dynasty League 
4,2,133.44,125.03999999999999,Tomcoulton10,6,100.58,78.92,1.0,1.0,UK Dynasty League 
4,3,155.20000000000002,117.94,splangtree,4,153.38,117.38,1.0,1.0,UK Dynasty League 
4,4,153.38,117.38,benturvill61,3,155.20000000000002,117.94,0.0,0.0,UK Dynasty League 
4,5,94.34,79.34,mikepearson,10,132.96,102.32000000000001,0.0,0.0,UK Dynasty League 
4,6,100.58,78.92,jhh82,2,133.44,125.03999999999999,0.0,0.0,UK Dynasty League 
4,7,87.5,77.0,Pindeco,1,163.33999999999997,128.14,0.0,0.0,UK Dynasty League 
4,8,208.66000000000003,156.48,0llie,12,148.34,112.03999999999999,1.0,1.0,UK Dynasty League 
4,9,159.32,126.02,DanCoulton,11,111.34,84.66,1.0,1.0,UK Dynasty League 
4,10,132.96,102.32000000000001,Dominichudson1986,5,94.34,79.34,1.0,1.0,UK Dynasty League 
4,11,111.34,84.66,Bolmer,9,159.32,126.02,0.0,0.0,UK Dynasty League 
4,12,148.34,112.03999999999999,CantBuyABucket,8,208.66000000000003,156.48,0.0,0.0,UK Dynasty League 
5,1,149.92000000000002,147.51999999999998,MajorNC,10,124.34000000000002,102.94,1.0,1.0,UK Dynasty League 
5,2,86.56,65.08,Tomcoulton10,9,158.14,132.54,0.0,0.0,UK Dynasty League 
5,3,165.54,123.54,splangtree,12,154.8,127.32,1.0,0.0,UK Dynasty League 
5,4,142.36,133.5,benturvill61,8,197.72,180.22,0.0,0.0,UK Dynasty League 
5,5,144.5,135.0,mikepearson,7,121.02000000000001,102.32,1.0,1.0,UK Dynasty League 
5,6,84.02,65.68,jhh82,11,117.46000000000001,68.06,0.0,0.0,UK Dynasty League 
5,7,121.02000000000001,102.32,Pindeco,5,144.5,135.0,0.0,0.0,UK Dynasty League 
5,8,197.72,180.22,0llie,4,142.36,133.5,1.0,1.0,UK Dynasty League 
5,9,158.14,132.54,DanCoulton,2,86.56,65.08,1.0,1.0,UK Dynasty League 
5,10,124.34000000000002,102.94,Dominichudson1986,1,149.92000000000002,147.51999999999998,0.0,0.0,UK Dynasty League 
5,11,117.46000000000001,68.06,Bolmer,6,84.02,65.68,1.0,1.0,UK Dynasty League 
5,12,154.8,127.32,CantBuyABucket,3,165.54,123.54,0.0,1.0,UK Dynasty League 
6,1,123.24,113.53999999999999,MajorNC,4,142.48,116.08,0.0,0.0,UK Dynasty League 
6,2,84.96,64.86,Tomcoulton10,8,120.29999999999998,108.19999999999999,0.0,0.0,UK Dynasty League 
6,3,98.68,71.28,splangtree,11,131.66,83.08,0.0,0.0,UK Dynasty League 
6,4,142.48,116.08,benturvill61,1,123.24,113.53999999999999,1.0,1.0,UK Dynasty League 
6,5,169.38,145.42,mikepearson,12,135.15999999999997,118.32000000000001,1.0,1.0,UK Dynasty League 
6,6,92.6,65.26,jhh82,10,135.6,131.0,0.0,0.0,UK Dynasty League 
6,7,100.64,91.54,Pindeco,9,133.89999999999998,126.2,0.0,0.0,UK Dynasty League 
6,8,120.29999999999998,108.19999999999999,0llie,2,84.96,64.86,1.0,1.0,UK Dynasty League 
6,9,133.89999999999998,126.2,DanCoulton,7,100.64,91.54,1.0,1.0,UK Dynasty League 
6,10,135.6,131.0,Dominichudson1986,6,92.6,65.26,1.0,1.0,UK Dynasty League 
6,11,131.66,83.08,Bolmer,3,98.68,71.28,1.0,1.0,UK Dynasty League 
6,12,135.15999999999997,118.32000000000001,CantBuyABucket,5,169.38,145.42,0.0,0.0,UK Dynasty League 
7,1,155.14,147.74,MajorNC,12,140.32,139.22,1.0,1.0,UK Dynasty League 
7,2,131.89999999999998,117.7,Tomcoulton10,3,145.20000000000002,116.7,0.0,1.0,UK Dynasty League 
7,3,145.20000000000002,116.7,splangtree,2,131.89999999999998,117.7,1.0,0.0,UK Dynasty League 
7,4,109.36,91.42,benturvill61,5,135.52,104.08,0.0,0.0,UK Dynasty League 
7,5,135.52,104.08,mikepearson,4,109.36,91.42,1.0,1.0,UK Dynasty League 
7,6,88.86,83.66,jhh82,7,151.18,151.18,0.0,0.0,UK Dynasty League 
7,7,151.18,151.18,Pindeco,6,88.86,83.66,1.0,1.0,UK Dynasty League 
7,8,139.26000000000002,101.46000000000001,0llie,11,112.39999999999999,61.0,1.0,1.0,UK Dynasty League 
7,9,127.52,120.91999999999999,DanCoulton,10,147.56,138.02,0.0,0.0,UK Dynasty League 
7,10,147.56,138.02,Dominichudson1986,9,127.52,120.91999999999999,1.0,1.0,UK Dynasty League 
7,11,112.39999999999999,61.0,Bolmer,8,139.26000000000002,101.46000000000001,0.0,0.0,UK Dynasty League 
7,12,140.32,139.22,CantBuyABucket,1,155.14,147.74,0.0,0.0,UK Dynasty League 
8,1,154.9,153.5,MajorNC,3,158.62,145.52,0.0,1.0,UK Dynasty League 
8,2,160.82000000000002,102.7,Tomcoulton10,10,154.4,138.0,1.0,0.0,UK Dynasty League 
8,3,158.62,145.52,splangtree,1,154.9,153.5,1.0,0.0,UK Dynasty League 
8,4,161.44000000000003,141.84,benturvill61,9,136.26,108.78,1.0,1.0,UK Dynasty League 
8,5,146.26000000000002,134.4,mikepearson,8,173.16,160.76,0.0,0.0,UK Dynasty League 
8,6,93.55999999999999,89.96,jhh82,12,179.5,146.0,0.0,0.0,UK Dynasty League 
8,7,140.29999999999998,112.66,Pindeco,11,119.25999999999999,102.56,1.0,1.0,UK Dynasty League 
8,8,173.16,160.76,0llie,5,146.26000000000002,134.4,1.0,1.0,UK Dynasty League 
8,9,136.26,108.78,DanCoulton,4,161.44000000000003,141.84,0.0,0.0,UK Dynasty League 
8,10,154.4,138.0,Dominichudson1986,2,160.82000000000002,102.7,0.0,1.0,UK Dynasty League 
8,11,119.25999999999999,102.56,Bolmer,7,140.29999999999998,112.66,0.0,0.0,UK Dynasty League 
8,12,179.5,146.0,CantBuyABucket,6,93.55999999999999,89.96,1.0,1.0,UK Dynasty League 
9,1,95.16000000000003,82.06,MajorNC,8,153.23999999999998,129.64,0.0,0.0,UK Dynasty League 
9,2,156.27999999999997,129.5,Tomcoulton10,7,109.07999999999998,85.4,1.0,1.0,UK Dynasty League 
9,3,130.34,111.74,splangtree,5,98.13999999999999,84.24,1.0,1.0,UK Dynasty League 
9,4,158.5,107.28,benturvill61,6,97.24,87.24,1.0,1.0,UK Dynasty League 
9,5,98.13999999999999,84.24,mikepearson,3,130.34,111.74,0.0,0.0,UK Dynasty League 
9,6,97.24,87.24,jhh82,4,158.5,107.28,0.0,0.0,UK Dynasty League 
9,7,109.07999999999998,85.4,Pindeco,2,156.27999999999997,129.5,0.0,0.0,UK Dynasty League 
9,8,153.23999999999998,129.64,0llie,1,95.16000000000003,82.06,1.0,1.0,UK Dynasty League 
9,9,89.42,83.92,DanCoulton,12,161.44,132.4,0.0,0.0,UK Dynasty League 
9,10,116.94,99.34,Dominichudson1986,11,84.38000000000001,68.25999999999999,1.0,1.0,UK Dynasty League 
9,11,84.38000000000001,68.25999999999999,Bolmer,10,116.94,99.34,0.0,0.0,UK Dynasty League 
9,12,161.44,132.4,CantBuyABucket,9,89.42,83.92,1.0,1.0,UK Dynasty League 
10,1,184.26,184.26,MajorNC,9,118.52,100.72,1.0,1.0,UK Dynasty League 
10,2,142.0,75.03999999999999,Tomcoulton10,12,168.20000000000002,132.7,0.0,0.0,UK Dynasty League 
10,3,150.24,119.54,splangtree,7,139.58,129.26,1.0,0.0,UK Dynasty League 
10,4,136.39999999999998,115.75999999999999,benturvill61,11,119.28,103.66,1.0,1.0,UK Dynasty League 
10,5,79.60000000000001,77.4,mikepearson,6,102.96000000000001,92.9,0.0,0.0,UK Dynasty League 
10,6,102.96000000000001,92.9,jhh82,5,79.60000000000001,77.4,1.0,1.0,UK Dynasty League 
10,7,139.58,129.26,Pindeco,3,150.24,119.54,0.0,1.0,UK Dynasty League 
10,8,109.68,106.38,0llie,10,160.64000000000004,125.54,0.0,0.0,UK Dynasty League 
10,9,118.52,100.72,DanCoulton,1,184.26,184.26,0.0,0.0,UK Dynasty League 
10,10,160.64000000000004,125.54,Dominichudson1986,8,109.68,106.38,1.0,1.0,UK Dynasty League 
10,11,119.28,103.66,Bolmer,4,136.39999999999998,115.75999999999999,0.0,0.0,UK Dynasty League 
10,12,168.20000000000002,132.7,CantBuyABucket,2,142.0,75.03999999999999,1.0,1.0,UK Dynasty League 
11,1,174.49999999999997,166.9,MajorNC,6,51.00000000000001,47.699999999999996,1.0,1.0,UK Dynasty League 
11,2,130.86,108.34,Tomcoulton10,4,167.1,162.9,0.0,0.0,UK Dynasty League 
11,3,156.35999999999999,144.08,splangtree,10,121.74,115.53999999999999,1.0,1.0,UK Dynasty League 
11,4,167.1,162.9,benturvill61,2,130.86,108.34,1.0,1.0,UK Dynasty League 
11,5,102.30000000000001,87.7,mikepearson,9,120.26000000000002,105.46000000000001,0.0,0.0,UK Dynasty League 
11,6,51.00000000000001,47.699999999999996,jhh82,1,174.49999999999997,166.9,0.0,0.0,UK Dynasty League 
11,7,96.1,79.7,Pindeco,8,138.26000000000002,124.66,0.0,0.0,UK Dynasty League 
11,8,138.26000000000002,124.66,0llie,7,96.1,79.7,1.0,1.0,UK Dynasty League 
11,9,120.26000000000002,105.46000000000001,DanCoulton,5,102.30000000000001,87.7,1.0,1.0,UK Dynasty League 
11,10,121.74,115.53999999999999,Dominichudson1986,3,156.35999999999999,144.08,0.0,0.0,UK Dynasty League 
11,11,92.4,71.98,Bolmer,12,132.5,100.4,0.0,0.0,UK Dynasty League 
11,12,132.5,100.4,CantBuyABucket,11,92.4,71.98,1.0,1.0,UK Dynasty League 
12,1,131.3,121.98,MajorNC,5,139.07999999999998,116.08,0.0,1.0,UK Dynasty League 
12,2,131.26000000000002,102.66,Tomcoulton10,11,164.54000000000002,115.0,0.0,0.0,UK Dynasty League 
12,3,183.48,148.24,splangtree,8,184.14,178.14,0.0,0.0,UK Dynasty League 
12,4,150.18,131.46,benturvill61,12,131.78000000000003,116.08,1.0,1.0,UK Dynasty League 
12,5,139.07999999999998,116.08,mikepearson,1,131.3,121.98,1.0,0.0,UK Dynasty League 
12,6,85.78,68.56,jhh82,9,152.82,148.45999999999998,0.0,0.0,UK Dynasty League 
12,7,104.74000000000001,92.34,Pindeco,10,127.46,113.16,0.0,0.0,UK Dynasty League 
12,8,184.14,178.14,0llie,3,183.48,148.24,1.0,1.0,UK Dynasty League 
12,9,152.82,148.45999999999998,DanCoulton,6,85.78,68.56,1.0,1.0,UK Dynasty League 
12,10,127.46,113.16,Dominichudson1986,7,104.74000000000001,92.34,1.0,1.0,UK Dynasty League 
12,11,164.54000000000002,115.0,Bolmer,2,131.26000000000002,102.66,1.0,1.0,UK Dynasty League 
12,12,131.78000000000003,116.08,CantBuyABucket,4,150.18,131.46,0.0,0.0,UK Dynasty League 
13,1,151.22,135.66,MajorNC,11,118.08000000000001,109.98,1.0,1.0,UK Dynasty League 
13,2,132.02,105.76,Tomcoulton10,5,155.46,146.16,0.0,0.0,UK Dynasty League 
13,3,85.18,85.18,splangtree,9,177.10000000000002,161.0,0.0,0.0,UK Dynasty League 
13,4,191.78,174.18,benturvill61,7,141.0,138.9,1.0,1.0,UK Dynasty League 
13,5,155.46,146.16,mikepearson,2,132.02,105.76,1.0,1.0,UK Dynasty League 
13,6,73.18,62.54,jhh82,8,167.92000000000002,151.22,0.0,0.0,UK Dynasty League 
13,7,141.0,138.9,Pindeco,4,191.78,174.18,0.0,0.0,UK Dynasty League 
13,8,167.92000000000002,151.22,0llie,6,73.18,62.54,1.0,1.0,UK Dynasty League 
13,9,177.10000000000002,161.0,DanCoulton,3,85.18,85.18,1.0,1.0,UK Dynasty League 
13,10,117.59999999999998,114.7,Dominichudson1986,12,123.78,114.48,0.0,1.0,UK Dynasty League 
13,11,118.08000000000001,109.98,Bolmer,1,151.22,135.66,0.0,0.0,UK Dynasty League 
13,12,123.78,114.48,CantBuyABucket,10,117.59999999999998,114.7,1.0,0.0,UK Dynasty League 
14,1,155.22000000000003,136.86,MajorNC,2,118.48,74.03999999999999,1.0,1.0,UK Dynasty League 
14,2,118.48,74.03999999999999,Tomcoulton10,1,155.22000000000003,136.86,0.0,0.0,UK Dynasty League 
14,3,138.73999999999998,124.34,splangtree,6,117.24,95.26,1.0,1.0,UK Dynasty League 
14,4,152.34,132.74,benturvill61,10,169.45999999999998,113.88,0.0,1.0,UK Dynasty League 
14,5,144.15999999999997,125.66,mikepearson,11,125.88,94.72,1.0,1.0,UK Dynasty League 
14,6,117.24,95.26,jhh82,3,138.73999999999998,124.34,0.0,0.0,UK Dynasty League 
14,7,104.02000000000001,93.02000000000001,Pindeco,12,142.94,131.36,0.0,0.0,UK Dynasty League 
14,8,127.17999999999999,96.42,0llie,9,167.54,156.76000000000002,0.0,0.0,UK Dynasty League 
14,9,167.54,156.76000000000002,DanCoulton,8,127.17999999999999,96.42,1.0,1.0,UK Dynasty League 
14,10,169.45999999999998,113.88,Dominichudson1986,4,152.34,132.74,1.0,0.0,UK Dynasty League 
14,11,125.88,94.72,Bolmer,5,144.15999999999997,125.66,0.0,0.0,UK Dynasty League 
14,12,142.94,131.36,CantBuyABucket,7,104.02000000000001,93.02000000000001,1.0,1.0,UK Dynasty League 
