season,week,division,optimal_score,lineup_efficiency,team_score,opponent_score,optimal_opponent_score,result,opponent_id,allplay_wins,allplay_games,allplay_pct,roster_id,optimal_player_id,optimal_player_score,gameweek,matchup_id,manager,points,points_opponent,win,all_play,pp_points,pp_points_opponent,pp_win,selected_pts,selected_win,selected_all_play,selected_pp,selected_pp_opponent,selected_pp_win,nxt_wk_win
1,3,1,82.18,0.778,63.9,51.66,77.24,W,2,3.0,11,0.273,11,"['1264', '4039', '5001', '6770', '6786', '7021', '8136']","[np.float64(9.0), np.float64(16.2), np.float64(14.8), np.float64(7.28), np.float64(11.3), np.float64(14.0), np.float64(9.6)]",3,5,Dominichudson1986,76.46,93.3,0.0,2.0,88.96,106.19999999999999,0.0,76.46,0.0,2.0,88.96,106.19999999999999,0.0,0.0
1,3,1,79.42,0.777,61.73,82.3,112.86,L,5,2.0,11,0.182,12,"['3198', '4983', '5119', '6768', '7525', '7611', '8110']","[np.float64(17.2), np.float64(9.5), np.float64(1.0), np.float64(22.02), np.float64(10.0), np.float64(11.9), np.float64(7.8)]",3,2,jhh82,122.46,97.88,1.0,9.0,143.76,116.38000000000001,1.0,122.46,1.0,9.0,143.76,116.38000000000001,1.0,0.0
1,4,1,95.58,0.662,63.25,54.44,77.52,W,10,2.0,11,0.182,1,"['11539', '11563', '3321', '4035', '5012', '9224', '9493']","[np.float64(15.0), np.float64(11.38), np.float64(13.3), np.float64(22.6), np.float64(1.1), np.float64(22.5), np.float64(9.7)]",4,1,msouthwell,100.98,94.5,1.0,5.0,128.57999999999998,105.56,1.0,100.98,1.0,5.0,128.57999999999998,105.56,1.0,0.0
1,4,1,89.86,0.746,67.01,68.23,88.88,L,3,3.0,11,0.273,2,"['11533', '4988', '5022', '6801', '7543', '7569', '9758']","[np.float64(7.0), np.float64(16.8), np.float64(4.0), np.float64(18.9), np.float64(11.2), np.float64(13.7), np.float64(18.26)]",4,6,Newty51,141.3,110.1,1.0,11.0,147.0,113.69999999999999,1.0,141.3,1.0,11.0,147.0,113.69999999999999,1.0,0.0
1,4,1,88.88,0.768,68.23,67.01,89.86000000000001,W,2,4.0,11,0.364,3,"['10236', '11618', '3451', '6904', '8154', '9221', '9488']","[np.float64(10.6), np.float64(18.9), np.float64(2.0), np.float64(27.18), np.float64(8.8), np.float64(6.3), np.float64(15.1)]",4,6,TenAndJerry,110.1,141.3,0.0,8.0,113.69999999999999,147.0,0.0,110.1,0.0,8.0,113.69999999999999,147.0,0.0,0.0
1,4,1,105.98,0.682,72.28,83.08,114.30000000000001,L,8,6.0,11,0.545,4,"['11566', '11584', '7526', '8144', '8259', '9226', '9484']","[np.float64(28.18), np.float64(17.8), np.float64(17.3), np.float64(12.2), np.float64(6.0), np.float64(15.4), np.float64(9.1)]",4,5,DanCoulton,82.32,123.52000000000001,0.0,2.0,104.92,160.28,0.0,82.32,0.0,2.0,104.92,160.28,0.0,0.0
1,4,1,109.2,0.837,91.44,78.68,97.82000000000001,W,7,11.0,11,1.0,5,"['10859', '11635', '5248', '5846', '6650', '6790', '6797']","[np.float64(18.9), np.float64(14.0), np.float64(6.6), np.float64(16.8), np.float64(18.0), np.float64(14.7), np.float64(20.2)]",4,2,JPLdavies2024,79.78,102.10000000000001,0.0,1.0,127.68,119.19999999999999,1.0,79.78,0.0,1.0,127.68,119.19999999999999,1.0,0.0
1,4,1,117.22,0.757,88.72,81.12,104.34,W,9,10.0,11,0.909,6,"['11631', '1433', '421', '4866', '8130', '8146', '8228']","[np.float64(24.2), np.float64(6.0), np.float64(17.82), np.float64(19.7), np.float64(13.9), np.float64(21.3), np.float64(14.3)]",4,4,steveoreilly7,69.64,119.2,0.0,0.0,97.24,138.6,0.0,69.64,0.0,0.0,97.24,138.6,0.0,0.0
1,4,1,97.82,0.804,78.68,91.44,109.2,L,5,7.0,11,0.636,7,"['11589', '11628', '1373', '3678', '5844', '6803', '6813']","[np.float64(14.1), np.float64(18.9), np.float64(17.52), np.float64(10.0), np.float64(9.2), np.float64(15.2), np.float64(12.9)]",4,2,JoeWright,102.10000000000001,79.78,1.0,6.0,119.19999999999999,127.68,0.0,102.10000000000001,1.0,6.0,119.19999999999999,127.68,0.0,0.0
1,4,1,114.3,0.727,83.08,72.28,105.98,W,4,9.0,11,0.818,8,"['2133', '3163', '4018', '5859', '5967', '7042', '7600']","[np.float64(22.4), np.float64(27.5), np.float64(20.5), np.float64(16.2), np.float64(17.7), np.float64(8.0), np.float64(2.0)]",4,5,mikepearson,123.52000000000001,82.32,1.0,10.0,160.28,104.92,1.0,123.52000000000001,1.0,10.0,160.28,104.92,1.0,0.0
1,4,1,104.34,0.777,81.12,88.72,117.22,L,6,8.0,11,0.727,9,"['1945', '2216', '2359', '4217', '4984', '7564', '8150']","[np.float64(3.0), np.float64(16.3), np.float64(13.4), np.float64(8.6), np.float64(19.54), np.float64(30.3), np.float64(13.2)]",4,4,benturvill61,119.2,69.64,1.0,9.0,138.6,97.24,1.0,119.2,1.0,9.0,138.6,97.24,1.0,0.0
1,4,1,77.52,0.702,54.44,63.25,95.58000000000001,L,1,1.0,11,0.091,10,"['1466', '1479', '4034', '4046', '4666', '6943', '8143']","[np.float64(7.4), np.float64(5.2), np.float64(22.5), np.float64(13.22), np.float64(2.0), np.float64(10.7), np.float64(16.5)]",4,1,skjowitt,94.5,100.98,0.0,4.0,105.56,128.57999999999998,0.0,94.5,0.0,4.0,105.56,128.57999999999998,0.0,0.0
