season,manager,roster_id,h2h_wins,points_for,league
827,DanCoulton,1,10.0,1646.79,House of Hard Knocks
827,JoeWright,10,4.0,1547.85,House of Hard Knocks
827,Jonnydubz,8,6.0,1629.17,House of Hard Knocks
827,MajorNC,2,10.0,1663.02,House of Hard Knocks
827,Pindeco,7,9.0,1800.95,House of Hard Knocks
827,Tomcoulton10,3,8.0,1684.81,House of Hard Knocks
827,calumedwards,5,8.0,1542.3,House of Hard Knocks
827,hyperpringle,6,7.0,1637.17,House of Hard Knocks
827,splangtree,9,4.0,1580.92,House of Hard Knocks
828,0llie,4,9.0,1493.23,House of Hard Knocks
828,DanCoulton,1,10.0,1596.56,House of Hard Knocks
828,JoeWright,10,8.0,1646.62,House of Hard Knocks
828,Jonnydubz,8,7.0,1677.3700000000001,House of Hard Knocks
828,MajorNC,2,7.0,1572.51,House of Hard Knocks
828,Pindeco,7,4.0,1605.8,House of Hard Knocks
828,Tomcoulton10,3,8.0,1735.71,House of Hard Knocks
828,calumedwards,5,7.0,1594.98,House of Hard Knocks
828,hyperpringle,6,8.0,1721.98,House of Hard Knocks
828,splangtree,9,7.0,1618.17,House of Hard Knocks
829,0llie,4,12.0,1637.62,House of Hard Knocks
829,DanCoulton,1,9.0,1657.8799999999999,House of Hard Knocks
829,JoeWright,10,7.0,1624.79,House of Hard Knocks
829,Jonnydubz,8,8.0,1606.98,House of Hard Knocks
829,MajorNC,2,9.0,1696.29,House of Hard Knocks
829,Pindeco,7,6.0,1530.47,House of Hard Knocks
829,Tomcoulton10,3,5.0,1650.34,House of Hard Knocks
829,calumedwards,5,8.0,1677.5,House of Hard Knocks
829,hyperpringle,6,4.0,1558.91,House of Hard Knocks
829,splangtree,9,7.0,1644.79,House of Hard Knocks
830,0llie,4,7.0,1518.85,House of Hard Knocks
830,DanCoulton,1,12.0,1726.24,House of Hard Knocks
830,JoeWright,10,5.0,1698.9,House of Hard Knocks
830,Jonnydubz,8,4.0,1613.15,House of Hard Knocks
830,MajorNC,2,10.0,1638.21,House of Hard Knocks
830,Pindeco,7,2.0,1452.98,House of Hard Knocks
830,Tomcoulton10,3,10.0,1677.7,House of Hard Knocks
830,calumedwards,5,7.0,1635.03,House of Hard Knocks
830,hyperpringle,6,7.0,1539.17,House of Hard Knocks
830,splangtree,9,11.0,1744.92,House of Hard Knocks
831,0llie,4,7.0,1514.08,House of Hard Knocks
831,DanCoulton,1,7.0,1626.83,House of Hard Knocks
831,JoeWright,10,7.0,1593.51,House of Hard Knocks
831,Jonnydubz,8,8.0,1713.99,House of Hard Knocks
831,MajorNC,2,7.0,1516.53,House of Hard Knocks
831,Pindeco,7,10.0,1702.51,House of Hard Knocks
831,Tomcoulton10,3,5.0,1616.97,House of Hard Knocks
831,calumedwards,5,11.0,1710.5,House of Hard Knocks
831,hyperpringle,6,2.0,1377.35,House of Hard Knocks
831,splangtree,9,11.0,1696.9,House of Hard Knocks
832,0llie,4,9.0,1680.19,House of Hard Knocks
832,DanCoulton,1,9.0,1747.58,House of Hard Knocks
832,JoeWright,10,7.0,1511.86,House of Hard Knocks
832,Jonnydubz,8,7.0,1657.9,House of Hard Knocks
832,MajorNC,2,5.0,1580.87,House of Hard Knocks
832,Pindeco,7,9.0,1683.1299999999999,House of Hard Knocks
832,Tomcoulton10,3,7.0,1760.0,House of Hard Knocks
832,calumedwards,5,8.0,1586.7,House of Hard Knocks
832,hyperpringle,6,7.0,1631.98,House of Hard Knocks
832,splangtree,9,7.0,1723.61,House of Hard Knocks
833,0llie,4,4.0,1483.93,House of Hard Knocks
833,DanCoulton,1,8.0,1729.42,House of Hard Knocks
833,JoeWright,10,6.0,1540.6,House of Hard Knocks
833,Jonnydubz,8,4.0,1619.05,House of Hard Knocks
833,MajorNC,2,11.0,1712.99,House of Hard Knocks
833,Pindeco,7,9.0,1577.72,House of Hard Knocks
833,Tomcoulton10,3,8.0,1631.6399999999999,House of Hard Knocks
833,calumedwards,5,7.0,1586.79,House of Hard Knocks
833,hyperpringle,6,10.0,1629.17,House of Hard Knocks
833,splangtree,9,8.0,1636.8,House of Hard Knocks
834,0llie,4,6.0,1531.02,House of Hard Knocks
834,DanCoulton,1,7.0,1628.26,House of Hard Knocks
834,JoeWright,10,9.0,1570.13,House of Hard Knocks
834,Jonnydubz,8,6.0,1590.13,House of Hard Knocks
834,MajorNC,2,11.0,1633.21,House of Hard Knocks
834,Pindeco,7,6.0,1682.77,House of Hard Knocks
834,Tomcoulton10,3,12.0,1845.3400000000001,House of Hard Knocks
834,calumedwards,5,7.0,1606.15,House of Hard Knocks
834,hyperpringle,6,3.0,1526.69,House of Hard Knocks
834,splangtree,9,8.0,1661.0900000000001,House of Hard Knocks
835,0llie,4,9.0,1600.06,House of Hard Knocks
835,DanCoulton,1,10.0,1714.68,House of Hard Knocks
835,JoeWright,10,3.0,1407.6200000000001,House of Hard Knocks
835,Jonnydubz,8,9.0,1600.84,House of Hard Knocks
835,MajorNC,2,11.0,1754.65,House of Hard Knocks
835,Pindeco,7,7.0,1602.61,House of Hard Knocks
835,Tomcoulton10,3,7.0,1644.05,House of Hard Knocks
835,calumedwards,5,3.0,1412.1,House of Hard Knocks
835,hyperpringle,6,9.0,1668.07,House of Hard Knocks
835,splangtree,9,7.0,1573.3500000000001,House of Hard Knocks
836,0llie,4,7.0,1604.66,House of Hard Knocks
836,DanCoulton,1,6.0,1669.47,House of Hard Knocks
836,JoeWright,10,4.0,1574.68,House of Hard Knocks
836,Jonnydubz,8,11.0,1687.04,House of Hard Knocks
836,MajorNC,2,10.0,1770.78,House of Hard Knocks
836,Pindeco,7,6.0,1650.46,House of Hard Knocks
836,Tomcoulton10,3,10.0,1688.78,House of Hard Knocks
836,calumedwards,5,7.0,1671.87,House of Hard Knocks
836,hyperpringle,6,7.0,1713.05,House of Hard Knocks
836,splangtree,9,7.0,1650.83,House of Hard Knocks
837,0llie,4,6.0,1475.44,House of Hard Knocks
837,DanCoulton,1,8.0,1577.35,House of Hard Knocks
837,JoeWright,10,7.0,1568.83,House of Hard Knocks
837,Jonnydubz,8,9.0,1769.33,House of Hard Knocks
837,MajorNC,2,9.0,1785.33,House of Hard Knocks
837,Pindeco,7,6.0,1627.58,House of Hard Knocks
837,Tomcoulton10,3,12.0,1636.44,House of Hard Knocks
837,calumedwards,5,5.0,1543.79,House of Hard Knocks
837,hyperpringle,6,5.0,1591.26,House of Hard Knocks
837,splangtree,9,8.0,1729.7,House of Hard Knocks
838,0llie,4,5.0,1674.46,House of Hard Knocks
838,DanCoulton,1,10.0,1640.8899999999999,House of Hard Knocks
838,JoeWright,10,5.0,1531.6399999999999,House of Hard Knocks
838,Jonnydubz,8,5.0,1632.2,House of Hard Knocks
838,MajorNC,2,10.0,1731.38,House of Hard Knocks
838,Pindeco,7,6.0,1549.97,House of Hard Knocks
838,Tomcoulton10,3,10.0,1709.56,House of Hard Knocks
838,calumedwards,5,7.0,1577.13,House of Hard Knocks
838,hyperpringle,6,4.0,1602.06,House of Hard Knocks
838,splangtree,9,13.0,1633.94,House of Hard Knocks
839,0llie,4,8.0,1439.54,House of Hard Knocks
839,DanCoulton,1,8.0,1612.21,House of Hard Knocks
839,JoeWright,10,6.0,1569.05,House of Hard Knocks
839,Jonnydubz,8,8.0,1682.33,House of Hard Knocks
839,MajorNC,2,10.0,1633.01,House of Hard Knocks
839,Pindeco,7,9.0,1708.3899999999999,House of Hard Knocks
839,Tomcoulton10,3,4.0,1567.9,House of Hard Knocks
839,calumedwards,5,9.0,1663.3600000000001,House of Hard Knocks
839,hyperpringle,6,4.0,1543.1,House of Hard Knocks
839,splangtree,9,9.0,1498.57,House of Hard Knocks
840,0llie,4,9.0,1531.59,House of Hard Knocks
840,DanCoulton,1,7.0,1567.36,House of Hard Knocks
840,JoeWright,10,4.0,1454.36,House of Hard Knocks
840,Jonnydubz,8,6.0,1619.3,House of Hard Knocks
840,MajorNC,2,10.0,1627.37,House of Hard Knocks
840,Pindeco,7,8.0,1666.17,House of Hard Knocks
840,Tomcoulton10,3,11.0,1682.78,House of Hard Knocks
840,calumedwards,5,4.0,1472.42,House of Hard Knocks
840,hyperpringle,6,8.0,1617.6000000000001,House of Hard Knocks
840,splangtree,9,8.0,1638.9,House of Hard Knocks
841,0llie,4,6.0,1520.75,House of Hard Knocks
841,DanCoulton,1,12.0,1706.04,House of Hard Knocks
841,JoeWright,10,3.0,1451.4,House of Hard Knocks
841,Jonnydubz,8,9.0,1602.8799999999999,House of Hard Knocks
841,MajorNC,2,7.0,1627.97,House of Hard Knocks
841,Pindeco,7,9.0,1734.47,House of Hard Knocks
841,Tomcoulton10,3,9.0,1722.3600000000001,House of Hard Knocks
841,calumedwards,5,7.0,1603.57,House of Hard Knocks
841,hyperpringle,6,6.0,1606.08,House of Hard Knocks
841,splangtree,9,7.0,1593.81,House of Hard Knocks
842,0llie,4,5.0,1508.1,House of Hard Knocks
842,DanCoulton,1,7.0,1608.87,House of Hard Knocks
842,JoeWright,10,5.0,1459.27,House of Hard Knocks
842,Jonnydubz,8,9.0,1657.09,House of Hard Knocks
842,MajorNC,2,14.0,1874.02,House of Hard Knocks
842,Pindeco,7,7.0,1576.47,House of Hard Knocks
842,Tomcoulton10,3,5.0,1699.75,House of Hard Knocks
842,calumedwards,5,7.0,1754.37,House of Hard Knocks
842,hyperpringle,6,7.0,1641.02,House of Hard Knocks
842,splangtree,9,9.0,1658.33,House of Hard Knocks
843,0llie,4,10.0,1620.8600000000001,House of Hard Knocks
843,DanCoulton,1,12.0,1678.24,House of Hard Knocks
843,JoeWright,10,3.0,1426.91,House of Hard Knocks
843,Jonnydubz,8,9.0,1595.29,House of Hard Knocks
843,MajorNC,2,8.0,1669.78,House of Hard Knocks
843,Pindeco,7,5.0,1612.88,House of Hard Knocks
843,Tomcoulton10,3,10.0,1730.09,House of Hard Knocks
843,calumedwards,5,7.0,1532.26,House of Hard Knocks
843,hyperpringle,6,5.0,1533.0,House of Hard Knocks
843,splangtree,9,6.0,1618.87,House of Hard Knocks
844,0llie,4,9.0,1641.6200000000001,House of Hard Knocks
844,DanCoulton,1,10.0,1668.05,House of Hard Knocks
844,JoeWright,10,6.0,1546.6599999999999,House of Hard Knocks
844,Jonnydubz,8,9.0,1740.48,House of Hard Knocks
844,MajorNC,2,7.0,1598.19,House of Hard Knocks
844,Pindeco,7,5.0,1586.77,House of Hard Knocks
844,Tomcoulton10,3,8.0,1740.69,House of Hard Knocks
844,calumedwards,5,6.0,1537.34,House of Hard Knocks
844,hyperpringle,6,7.0,1528.57,House of Hard Knocks
844,splangtree,9,8.0,1684.0700000000002,House of Hard Knocks
845,0llie,4,6.0,1512.6,House of Hard Knocks
845,DanCoulton,1,7.0,1528.98,House of Hard Knocks
845,JoeWright,10,6.0,1524.65,House of Hard Knocks
845,Jonnydubz,8,9.0,1675.68,House of Hard Knocks
845,MajorNC,2,10.0,1734.27,House of Hard Knocks
845,Pindeco,7,6.0,1645.45,House of Hard Knocks
845,Tomcoulton10,3,11.0,1724.62,House of Hard Knocks
845,calumedwards,5,9.0,1590.82,House of Hard Knocks
845,hyperpringle,6,7.0,1669.06,House of Hard Knocks
845,splangtree,9,4.0,1575.65,House of Hard Knocks
846,0llie,4,10.0,1669.77,House of Hard Knocks
846,DanCoulton,1,9.0,1690.07,House of Hard Knocks
846,JoeWright,10,7.0,1589.5,House of Hard Knocks
846,Jonnydubz,8,10.0,1705.67,House of Hard Knocks
846,MajorNC,2,10.0,1757.64,House of Hard Knocks
846,Pindeco,7,7.0,1687.26,House of Hard Knocks
846,Tomcoulton10,3,3.0,1563.83,House of Hard Knocks
846,calumedwards,5,5.0,1606.64,House of Hard Knocks
846,hyperpringle,6,8.0,1621.78,House of Hard Knocks
846,splangtree,9,6.0,1651.25,House of Hard Knocks
847,0llie,4,6.0,1607.45,House of Hard Knocks
847,DanCoulton,1,7.0,1567.62,House of Hard Knocks
847,JoeWright,10,8.0,1663.92,House of Hard Knocks
847,Jonnydubz,8,7.0,1706.25,House of Hard Knocks
847,MajorNC,2,11.0,1660.5,House of Hard Knocks
847,Pindeco,7,5.0,1588.86,House of Hard Knocks
847,Tomcoulton10,3,11.0,1845.4,House of Hard Knocks
847,calumedwards,5,7.0,1553.18,House of Hard Knocks
847,hyperpringle,6,5.0,1505.77,House of Hard Knocks
847,splangtree,9,8.0,1648.33,House of Hard Knocks
848,0llie,4,8.0,1560.12,House of Hard Knocks
848,DanCoulton,1,10.0,1737.34,House of Hard Knocks
848,JoeWright,10,5.0,1564.2,House of Hard Knocks
848,Jonnydubz,8,9.0,1653.27,House of Hard Knocks
848,MajorNC,2,10.0,1686.78,House of Hard Knocks
848,Pindeco,7,5.0,1620.09,House of Hard Knocks
848,Tomcoulton10,3,9.0,1677.77,House of Hard Knocks
848,calumedwards,5,7.0,1636.43,House of Hard Knocks
848,hyperpringle,6,5.0,1606.59,House of Hard Knocks
848,splangtree,9,7.0,1609.74,House of Hard Knocks
849,0llie,4,7.0,1538.97,House of Hard Knocks
849,DanCoulton,1,10.0,1662.65,House of Hard Knocks
849,JoeWright,10,7.0,1568.52,House of Hard Knocks
849,Jonnydubz,8,10.0,1731.81,House of Hard Knocks
849,MajorNC,2,8.0,1586.6399999999999,House of Hard Knocks
849,Pindeco,7,6.0,1581.59,House of Hard Knocks
849,Tomcoulton10,3,8.0,1799.28,House of Hard Knocks
849,calumedwards,5,6.0,1631.09,House of Hard Knocks
849,hyperpringle,6,9.0,1676.09,House of Hard Knocks
849,splangtree,9,4.0,1551.38,House of Hard Knocks
850,0llie,4,5.0,1494.73,House of Hard Knocks
850,DanCoulton,1,6.0,1496.9,House of Hard Knocks
850,JoeWright,10,7.0,1657.52,House of Hard Knocks
850,Jonnydubz,8,9.0,1722.28,House of Hard Knocks
850,MajorNC,2,10.0,1631.1,House of Hard Knocks
850,Pindeco,7,4.0,1480.9,House of Hard Knocks
850,Tomcoulton10,3,11.0,1857.5900000000001,House of Hard Knocks
850,calumedwards,5,8.0,1586.2,House of Hard Knocks
850,hyperpringle,6,5.0,1607.9099999999999,House of Hard Knocks
850,splangtree,9,10.0,1695.73,House of Hard Knocks
851,0llie,4,9.0,1610.66,House of Hard Knocks
851,DanCoulton,1,8.0,1632.03,House of Hard Knocks
851,JoeWright,10,4.0,1530.02,House of Hard Knocks
851,Jonnydubz,8,6.0,1651.86,House of Hard Knocks
851,MajorNC,2,10.0,1675.07,House of Hard Knocks
851,Pindeco,7,6.0,1567.24,House of Hard Knocks
851,Tomcoulton10,3,7.0,1781.0,House of Hard Knocks
851,calumedwards,5,9.0,1659.3600000000001,House of Hard Knocks
851,hyperpringle,6,7.0,1615.96,House of Hard Knocks
851,splangtree,9,9.0,1603.43,House of Hard Knocks
852,0llie,4,8.0,1578.89,House of Hard Knocks
852,DanCoulton,1,7.0,1575.87,House of Hard Knocks
852,JoeWright,10,8.0,1502.94,House of Hard Knocks
852,Jonnydubz,8,8.0,1786.91,House of Hard Knocks
852,MajorNC,2,8.0,1636.03,House of Hard Knocks
852,Pindeco,7,6.0,1608.62,House of Hard Knocks
852,Tomcoulton10,3,8.0,1639.35,House of Hard Knocks
852,calumedwards,5,7.0,1590.66,House of Hard Knocks
852,hyperpringle,6,7.0,1686.35,House of Hard Knocks
852,splangtree,9,8.0,1698.7,House of Hard Knocks
853,0llie,4,7.0,1578.5,House of Hard Knocks
853,DanCoulton,1,10.0,1713.29,House of Hard Knocks
853,JoeWright,10,6.0,1506.3,House of Hard Knocks
853,Jonnydubz,8,4.0,1452.92,House of Hard Knocks
853,MajorNC,2,10.0,1724.66,House of Hard Knocks
853,Pindeco,7,8.0,1686.84,House of Hard Knocks
853,Tomcoulton10,3,8.0,1744.8700000000001,House of Hard Knocks
853,calumedwards,5,6.0,1522.25,House of Hard Knocks
853,hyperpringle,6,6.0,1696.24,House of Hard Knocks
853,splangtree,9,10.0,1693.92,House of Hard Knocks
854,0llie,4,6.0,1578.3,House of Hard Knocks
854,DanCoulton,1,9.0,1671.01,House of Hard Knocks
854,JoeWright,10,7.0,1626.01,House of Hard Knocks
854,Jonnydubz,8,7.0,1616.56,House of Hard Knocks
854,MajorNC,2,6.0,1577.33,House of Hard Knocks
854,Pindeco,7,6.0,1671.1599999999999,House of Hard Knocks
854,Tomcoulton10,3,11.0,1767.98,House of Hard Knocks
854,calumedwards,5,7.0,1622.1599999999999,House of Hard Knocks
854,hyperpringle,6,7.0,1589.44,House of Hard Knocks
854,splangtree,9,9.0,1687.99,House of Hard Knocks
855,0llie,4,10.0,1605.82,House of Hard Knocks
855,DanCoulton,1,7.0,1663.08,House of Hard Knocks
855,JoeWright,10,9.0,1542.03,House of Hard Knocks
855,Jonnydubz,8,6.0,1580.14,House of Hard Knocks
855,MajorNC,2,7.0,1559.86,House of Hard Knocks
855,Pindeco,7,9.0,1699.51,House of Hard Knocks
855,Tomcoulton10,3,9.0,1800.2,House of Hard Knocks
855,calumedwards,5,6.0,1610.4,House of Hard Knocks
855,hyperpringle,6,7.0,1620.04,House of Hard Knocks
855,splangtree,9,5.0,1561.27,House of Hard Knocks
856,0llie,4,8.0,1581.28,House of Hard Knocks
856,DanCoulton,1,9.0,1598.04,House of Hard Knocks
856,JoeWright,10,4.0,1577.92,House of Hard Knocks
856,Jonnydubz,8,7.0,1614.16,House of Hard Knocks
856,MajorNC,2,8.0,1656.75,House of Hard Knocks
856,Pindeco,7,12.0,1781.09,House of Hard Knocks
856,Tomcoulton10,3,9.0,1743.69,House of Hard Knocks
856,calumedwards,5,5.0,1468.54,House of Hard Knocks
856,hyperpringle,6,8.0,1592.8,House of Hard Knocks
856,splangtree,9,5.0,1612.52,House of Hard Knocks
857,0llie,4,9.0,1594.79,House of Hard Knocks
857,DanCoulton,1,9.0,1710.38,House of Hard Knocks
857,JoeWright,10,6.0,1534.44,House of Hard Knocks
857,Jonnydubz,8,7.0,1579.31,House of Hard Knocks
857,MajorNC,2,8.0,1725.7,House of Hard Knocks
857,Pindeco,7,4.0,1577.52,House of Hard Knocks
857,Tomcoulton10,3,7.0,1572.75,House of Hard Knocks
857,calumedwards,5,8.0,1564.71,House of Hard Knocks
857,hyperpringle,6,9.0,1647.29,House of Hard Knocks
857,splangtree,9,8.0,1644.41,House of Hard Knocks
858,0llie,4,9.0,1544.43,House of Hard Knocks
858,DanCoulton,1,8.0,1611.52,House of Hard Knocks
858,JoeWright,10,4.0,1521.03,House of Hard Knocks
858,Jonnydubz,8,12.0,1788.21,House of Hard Knocks
858,MajorNC,2,7.0,1628.26,House of Hard Knocks
858,Pindeco,7,8.0,1596.74,House of Hard Knocks
858,Tomcoulton10,3,6.0,1672.3500000000001,House of Hard Knocks
858,calumedwards,5,7.0,1631.95,House of Hard Knocks
858,hyperpringle,6,6.0,1600.22,House of Hard Knocks
858,splangtree,9,8.0,1668.19,House of Hard Knocks
859,0llie,4,8.0,1535.36,House of Hard Knocks
859,DanCoulton,1,5.0,1552.29,House of Hard Knocks
859,JoeWright,10,8.0,1611.32,House of Hard Knocks
859,Jonnydubz,8,9.0,1702.2,House of Hard Knocks
859,MajorNC,2,10.0,1660.92,House of Hard Knocks
859,Pindeco,7,5.0,1617.88,House of Hard Knocks
859,Tomcoulton10,3,8.0,1654.15,House of Hard Knocks
859,calumedwards,5,7.0,1539.5,House of Hard Knocks
859,hyperpringle,6,7.0,1565.23,House of Hard Knocks
859,splangtree,9,8.0,1719.48,House of Hard Knocks
860,0llie,4,6.0,1489.2,House of Hard Knocks
860,DanCoulton,1,9.0,1702.23,House of Hard Knocks
860,JoeWright,10,3.0,1483.91,House of Hard Knocks
860,Jonnydubz,8,6.0,1615.28,House of Hard Knocks
860,MajorNC,2,12.0,1640.5,House of Hard Knocks
860,Pindeco,7,6.0,1582.17,House of Hard Knocks
860,Tomcoulton10,3,10.0,1710.34,House of Hard Knocks
860,calumedwards,5,5.0,1499.83,House of Hard Knocks
860,hyperpringle,6,8.0,1592.24,House of Hard Knocks
860,splangtree,9,10.0,1652.43,House of Hard Knocks
861,0llie,4,8.0,1595.29,House of Hard Knocks
861,DanCoulton,1,10.0,1749.49,House of Hard Knocks
861,JoeWright,10,3.0,1555.01,House of Hard Knocks
861,Jonnydubz,8,4.0,1612.63,House of Hard Knocks
861,MajorNC,2,9.0,1545.87,House of Hard Knocks
861,Pindeco,7,6.0,1597.44,House of Hard Knocks
861,Tomcoulton10,3,9.0,1790.61,House of Hard Knocks
861,calumedwards,5,8.0,1612.93,House of Hard Knocks
861,hyperpringle,6,5.0,1557.08,House of Hard Knocks
861,splangtree,9,13.0,1752.3600000000001,House of Hard Knocks
862,0llie,4,5.0,1575.42,House of Hard Knocks
862,DanCoulton,1,10.0,1717.19,House of Hard Knocks
862,JoeWright,10,8.0,1624.88,House of Hard Knocks
862,Jonnydubz,8,6.0,1530.58,House of Hard Knocks
862,MajorNC,2,9.0,1618.6,House of Hard Knocks
862,Pindeco,7,4.0,1508.29,House of Hard Knocks
862,Tomcoulton10,3,10.0,1623.21,House of Hard Knocks
862,calumedwards,5,6.0,1551.53,House of Hard Knocks
862,hyperpringle,6,7.0,1621.55,House of Hard Knocks
862,splangtree,9,10.0,1583.73,House of Hard Knocks
863,0llie,4,9.0,1568.39,House of Hard Knocks
863,DanCoulton,1,6.0,1557.48,House of Hard Knocks
863,JoeWright,10,5.0,1477.52,House of Hard Knocks
863,Jonnydubz,8,7.0,1621.56,House of Hard Knocks
863,MajorNC,2,12.0,1794.02,House of Hard Knocks
863,Pindeco,7,10.0,1723.21,House of Hard Knocks
863,Tomcoulton10,3,9.0,1712.57,House of Hard Knocks
863,calumedwards,5,5.0,1499.5900000000001,House of Hard Knocks
863,hyperpringle,6,6.0,1523.22,House of Hard Knocks
863,splangtree,9,6.0,1504.58,House of Hard Knocks
864,0llie,4,5.0,1488.99,House of Hard Knocks
864,DanCoulton,1,5.0,1571.3999999999999,House of Hard Knocks
864,JoeWright,10,6.0,1502.0,House of Hard Knocks
864,Jonnydubz,8,4.0,1529.32,House of Hard Knocks
864,MajorNC,2,14.0,1700.48,House of Hard Knocks
864,Pindeco,7,8.0,1659.79,House of Hard Knocks
864,Tomcoulton10,3,11.0,1676.89,House of Hard Knocks
864,calumedwards,5,8.0,1554.08,House of Hard Knocks
864,hyperpringle,6,7.0,1691.74,House of Hard Knocks
864,splangtree,9,7.0,1634.81,House of Hard Knocks
865,0llie,4,9.0,1592.54,House of Hard Knocks
865,DanCoulton,1,10.0,1636.0,House of Hard Knocks
865,JoeWright,10,4.0,1502.81,House of Hard Knocks
865,Jonnydubz,8,7.0,1584.69,House of Hard Knocks
865,MajorNC,2,8.0,1671.15,House of Hard Knocks
865,Pindeco,7,6.0,1637.49,House of Hard Knocks
865,Tomcoulton10,3,9.0,1699.47,House of Hard Knocks
865,calumedwards,5,4.0,1426.45,House of Hard Knocks
865,hyperpringle,6,8.0,1673.6299999999999,House of Hard Knocks
865,splangtree,9,10.0,1657.0500000000002,House of Hard Knocks
866,0llie,4,9.0,1568.37,House of Hard Knocks
866,DanCoulton,1,5.0,1639.17,House of Hard Knocks
866,JoeWright,10,5.0,1524.12,House of Hard Knocks
866,Jonnydubz,8,7.0,1667.86,House of Hard Knocks
866,MajorNC,2,8.0,1679.58,House of Hard Knocks
866,Pindeco,7,7.0,1753.91,House of Hard Knocks
866,Tomcoulton10,3,13.0,1770.81,House of Hard Knocks
866,calumedwards,5,5.0,1623.35,House of Hard Knocks
866,hyperpringle,6,8.0,1680.59,House of Hard Knocks
866,splangtree,9,8.0,1745.8700000000001,House of Hard Knocks
867,0llie,4,6.0,1549.42,House of Hard Knocks
867,DanCoulton,1,8.0,1617.46,House of Hard Knocks
867,JoeWright,10,3.0,1591.89,House of Hard Knocks
867,Jonnydubz,8,9.0,1657.08,House of Hard Knocks
867,MajorNC,2,9.0,1620.47,House of Hard Knocks
867,Pindeco,7,9.0,1672.21,House of Hard Knocks
867,Tomcoulton10,3,10.0,1671.55,House of Hard Knocks
867,calumedwards,5,8.0,1665.69,House of Hard Knocks
867,hyperpringle,6,5.0,1546.29,House of Hard Knocks
867,splangtree,9,8.0,1631.65,House of Hard Knocks
868,0llie,4,3.0,1470.86,House of Hard Knocks
868,DanCoulton,1,10.0,1644.0,House of Hard Knocks
868,JoeWright,10,5.0,1530.5900000000001,House of Hard Knocks
868,Jonnydubz,8,7.0,1654.15,House of Hard Knocks
868,MajorNC,2,12.0,1726.11,House of Hard Knocks
868,Pindeco,7,9.0,1633.37,House of Hard Knocks
868,Tomcoulton10,3,6.0,1636.78,House of Hard Knocks
868,calumedwards,5,7.0,1563.15,House of Hard Knocks
868,hyperpringle,6,7.0,1712.77,House of Hard Knocks
868,splangtree,9,9.0,1623.66,House of Hard Knocks
869,0llie,4,8.0,1613.63,House of Hard Knocks
869,DanCoulton,1,7.0,1560.98,House of Hard Knocks
869,JoeWright,10,5.0,1462.35,House of Hard Knocks
869,Jonnydubz,8,9.0,1751.16,House of Hard Knocks
