season,manager,roster_id,h2h_wins,points_for,league
933,jhh82,12,7.0,1103.23,Super Flex Keeper
933,mikepearson,2,7.0,1081.42,Super Flex Keeper
933,msouthwell,10,7.0,1129.74,Super Flex Keeper
933,splangtree,3,9.0,1188.93,Super Flex Keeper
934,0llie,6,7.0,1166.97,Super Flex Keeper
934,DanCoulton,4,9.0,1268.69,Super Flex Keeper
934,JoeWright,8,7.0,1121.42,Super Flex Keeper
934,LannySenior,11,5.0,1128.96,Super Flex Keeper
934,Pindeco,7,6.0,1250.56,Super Flex Keeper
934,Tomcoulton10,5,7.0,1268.24,Super Flex Keeper
934,benturvill61,1,9.0,1249.24,Super Flex Keeper
934,hyperpringle,9,5.0,1233.09,Super Flex Keeper
934,jhh82,12,10.0,1197.56,Super Flex Keeper
934,mikepearson,2,9.0,1189.35,Super Flex Keeper
934,msouthwell,10,5.0,1156.55,Super Flex Keeper
934,splangtree,3,5.0,1094.0900000000001,Super Flex Keeper
935,0llie,6,6.0,1217.79,Super Flex Keeper
935,DanCoulton,4,8.0,1228.31,Super Flex Keeper
935,JoeWright,8,6.0,1200.64,Super Flex Keeper
935,LannySenior,11,5.0,1068.31,Super Flex Keeper
935,Pindeco,7,8.0,1240.2,Super Flex Keeper
935,Tomcoulton10,5,10.0,1309.24,Super Flex Keeper
935,benturvill61,1,7.0,1220.25,Super Flex Keeper
935,hyperpringle,9,8.0,1236.44,Super Flex Keeper
935,jhh82,12,7.0,1220.16,Super Flex Keeper
935,mikepearson,2,7.0,1038.91,Super Flex Keeper
935,msouthwell,10,7.0,1115.33,Super Flex Keeper
935,splangtree,3,5.0,1112.51,Super Flex Keeper
936,0llie,6,11.0,1218.78,Super Flex Keeper
936,DanCoulton,4,5.0,1163.25,Super Flex Keeper
936,JoeWright,8,9.0,1214.79,Super Flex Keeper
936,LannySenior,11,7.0,1181.71,Super Flex Keeper
936,Pindeco,7,8.0,1284.81,Super Flex Keeper
936,Tomcoulton10,5,4.0,1195.26,Super Flex Keeper
936,benturvill61,1,11.0,1259.26,Super Flex Keeper
936,hyperpringle,9,7.0,1143.73,Super Flex Keeper
936,jhh82,12,4.0,1088.56,Super Flex Keeper
936,mikepearson,2,7.0,1062.8,Super Flex Keeper
936,msouthwell,10,7.0,1156.45,Super Flex Keeper
936,splangtree,3,4.0,1126.08,Super Flex Keeper
937,0llie,6,9.0,1233.3,Super Flex Keeper
937,DanCoulton,4,8.0,1174.6,Super Flex Keeper
937,JoeWright,8,5.0,1100.53,Super Flex Keeper
937,LannySenior,11,5.0,1137.03,Super Flex Keeper
937,Pindeco,7,7.0,1191.12,Super Flex Keeper
937,Tomcoulton10,5,7.0,1190.12,Super Flex Keeper
937,benturvill61,1,10.0,1256.8799999999999,Super Flex Keeper
937,hyperpringle,9,9.0,1237.69,Super Flex Keeper
937,jhh82,12,7.0,1125.82,Super Flex Keeper
937,mikepearson,2,8.0,1115.01,Super Flex Keeper
937,msouthwell,10,5.0,1113.27,Super Flex Keeper
937,splangtree,3,4.0,1072.48,Super Flex Keeper
938,0llie,6,7.0,1141.32,Super Flex Keeper
938,DanCoulton,4,7.0,1189.73,Super Flex Keeper
938,JoeWright,8,7.0,1173.18,Super Flex Keeper
938,LannySenior,11,3.0,1036.02,Super Flex Keeper
938,Pindeco,7,8.0,1249.01,Super Flex Keeper
938,Tomcoulton10,5,7.0,1171.4,Super Flex Keeper
938,benturvill61,1,10.0,1233.53,Super Flex Keeper
938,hyperpringle,9,10.0,1256.36,Super Flex Keeper
938,jhh82,12,7.0,1128.78,Super Flex Keeper
938,mikepearson,2,4.0,1039.21,Super Flex Keeper
938,msouthwell,10,8.0,1171.37,Super Flex Keeper
938,splangtree,3,6.0,1158.49,Super Flex Keeper
939,0llie,6,9.0,1236.12,Super Flex Keeper
939,DanCoulton,4,7.0,1247.6399999999999,Super Flex Keeper
939,JoeWright,8,6.0,1188.78,Super Flex Keeper
939,LannySenior,11,7.0,1178.57,Super Flex Keeper
939,Pindeco,7,7.0,1272.05,Super Flex Keeper
939,Tomcoulton10,5,6.0,1245.46,Super Flex Keeper
939,benturvill61,1,9.0,1250.81,Super Flex Keeper
939,hyperpringle,9,8.0,1258.38,Super Flex Keeper
939,jhh82,12,9.0,1129.15,Super Flex Keeper
939,mikepearson,2,6.0,1042.15,Super Flex Keeper
939,msouthwell,10,5.0,1043.5,Super Flex Keeper
939,splangtree,3,5.0,1108.47,Super Flex Keeper
940,0llie,6,9.0,1212.8,Super Flex Keeper
940,DanCoulton,4,5.0,1222.74,Super Flex Keeper
940,JoeWright,8,6.0,1107.42,Super Flex Keeper
940,LannySenior,11,4.0,1147.25,Super Flex Keeper
940,Pindeco,7,9.0,1280.37,Super Flex Keeper
940,Tomcoulton10,5,7.0,1177.8,Super Flex Keeper
940,benturvill61,1,10.0,1292.53,Super Flex Keeper
940,hyperpringle,9,9.0,1193.71,Super Flex Keeper
940,jhh82,12,5.0,1047.05,Super Flex Keeper
940,mikepearson,2,4.0,1019.7,Super Flex Keeper
940,msouthwell,10,7.0,1130.7,Super Flex Keeper
940,splangtree,3,9.0,1109.17,Super Flex Keeper
941,0llie,6,7.0,1192.7,Super Flex Keeper
941,DanCoulton,4,8.0,1225.54,Super Flex Keeper
941,JoeWright,8,6.0,1055.31,Super Flex Keeper
941,LannySenior,11,6.0,1136.19,Super Flex Keeper
941,Pindeco,7,8.0,1279.07,Super Flex Keeper
941,Tomcoulton10,5,6.0,1191.46,Super Flex Keeper
941,benturvill61,1,12.0,1254.5,Super Flex Keeper
941,hyperpringle,9,8.0,1158.14,Super Flex Keeper
941,jhh82,12,6.0,1148.54,Super Flex Keeper
941,mikepearson,2,6.0,1041.04,Super Flex Keeper
941,msouthwell,10,4.0,1127.75,Super Flex Keeper
941,splangtree,3,7.0,1153.76,Super Flex Keeper
942,0llie,6,7.0,1131.87,Super Flex Keeper
942,DanCoulton,4,10.0,1209.42,Super Flex Keeper
942,JoeWright,8,6.0,1156.65,Super Flex Keeper
942,LannySenior,11,6.0,1198.71,Super Flex Keeper
942,Pindeco,7,7.0,1196.19,Super Flex Keeper
942,Tomcoulton10,5,11.0,1355.36,Super Flex Keeper
942,benturvill61,1,6.0,1161.48,Super Flex Keeper
942,hyperpringle,9,6.0,1202.76,Super Flex Keeper
942,jhh82,12,5.0,1148.44,Super Flex Keeper
942,mikepearson,2,8.0,1133.21,Super Flex Keeper
942,msouthwell,10,7.0,1128.21,Super Flex Keeper
942,splangtree,3,5.0,1160.23,Super Flex Keeper
943,0llie,6,9.0,1236.67,Super Flex Keeper
943,DanCoulton,4,5.0,1234.95,Super Flex Keeper
943,JoeWright,8,9.0,1156.96,Super Flex Keeper
943,LannySenior,11,8.0,1156.16,Super Flex Keeper
943,Pindeco,7,8.0,1162.44,Super Flex Keeper
943,Tomcoulton10,5,8.0,1268.42,Super Flex Keeper
943,benturvill61,1,9.0,1233.6100000000001,Super Flex Keeper
943,hyperpringle,9,6.0,1074.52,Super Flex Keeper
943,jhh82,12,7.0,1106.99,Super Flex Keeper
943,mikepearson,2,3.0,1016.4,Super Flex Keeper
943,msouthwell,10,4.0,1052.56,Super Flex Keeper
943,splangtree,3,8.0,1151.92,Super Flex Keeper
944,0llie,6,6.0,1105.37,Super Flex Keeper
944,DanCoulton,4,10.0,1246.9,Super Flex Keeper
944,JoeWright,8,8.0,1108.55,Super Flex Keeper
944,LannySenior,11,4.0,1058.52,Super Flex Keeper
944,Pindeco,7,8.0,1248.1100000000001,Super Flex Keeper
944,Tomcoulton10,5,6.0,1150.41,Super Flex Keeper
944,benturvill61,1,12.0,1228.78,Super Flex Keeper
944,hyperpringle,9,8.0,1150.4,Super Flex Keeper
944,jhh82,12,7.0,1142.3899999999999,Super Flex Keeper
944,mikepearson,2,8.0,1087.28,Super Flex Keeper
944,msouthwell,10,6.0,1149.01,Super Flex Keeper
944,splangtree,3,1.0,1074.38,Super Flex Keeper
945,0llie,6,11.0,1253.44,Super Flex Keeper
945,DanCoulton,4,3.0,1072.77,Super Flex Keeper
945,JoeWright,8,5.0,1162.32,Super Flex Keeper
945,LannySenior,11,6.0,1090.15,Super Flex Keeper
945,Pindeco,7,10.0,1332.18,Super Flex Keeper
945,Tomcoulton10,5,8.0,1199.15,Super Flex Keeper
945,benturvill61,1,8.0,1213.47,Super Flex Keeper
945,hyperpringle,9,6.0,1221.83,Super Flex Keeper
945,jhh82,12,7.0,1121.79,Super Flex Keeper
945,mikepearson,2,5.0,1048.59,Super Flex Keeper
945,msouthwell,10,8.0,1139.29,Super Flex Keeper
945,splangtree,3,7.0,1195.82,Super Flex Keeper
946,0llie,6,8.0,1054.59,Super Flex Keeper
946,DanCoulton,4,5.0,1167.64,Super Flex Keeper
946,JoeWright,8,6.0,1120.54,Super Flex Keeper
946,LannySenior,11,5.0,1153.36,Super Flex Keeper
946,Pindeco,7,4.0,1182.2,Super Flex Keeper
946,Tomcoulton10,5,8.0,1183.01,Super Flex Keeper
946,benturvill61,1,11.0,1252.94,Super Flex Keeper
946,hyperpringle,9,6.0,1133.5,Super Flex Keeper
946,jhh82,12,7.0,1060.11,Super Flex Keeper
946,mikepearson,2,6.0,1044.39,Super Flex Keeper
946,msouthwell,10,10.0,1220.54,Super Flex Keeper
946,splangtree,3,8.0,1129.54,Super Flex Keeper
947,0llie,6,9.0,1192.93,Super Flex Keeper
947,DanCoulton,4,5.0,1176.34,Super Flex Keeper
947,JoeWright,8,5.0,1091.26,Super Flex Keeper
947,LannySenior,11,6.0,1084.29,Super Flex Keeper
947,Pindeco,7,9.0,1249.58,Super Flex Keeper
947,Tomcoulton10,5,5.0,1182.59,Super Flex Keeper
947,benturvill61,1,8.0,1147.17,Super Flex Keeper
947,hyperpringle,9,6.0,1192.12,Super Flex Keeper
947,jhh82,12,9.0,1036.2,Super Flex Keeper
947,mikepearson,2,7.0,1076.06,Super Flex Keeper
947,msouthwell,10,8.0,1182.52,Super Flex Keeper
947,splangtree,3,7.0,1108.43,Super Flex Keeper
948,0llie,6,10.0,1259.04,Super Flex Keeper
948,DanCoulton,4,3.0,1091.75,Super Flex Keeper
948,JoeWright,8,8.0,1173.93,Super Flex Keeper
948,LannySenior,11,4.0,1052.55,Super Flex Keeper
948,Pindeco,7,5.0,1151.1,Super Flex Keeper
948,Tomcoulton10,5,9.0,1323.27,Super Flex Keeper
948,benturvill61,1,11.0,1294.97,Super Flex Keeper
948,hyperpringle,9,8.0,1173.43,Super Flex Keeper
948,jhh82,12,7.0,1097.52,Super Flex Keeper
948,mikepearson,2,7.0,1137.12,Super Flex Keeper
948,msouthwell,10,7.0,1171.97,Super Flex Keeper
948,splangtree,3,5.0,1102.65,Super Flex Keeper
949,0llie,6,6.0,1208.98,Super Flex Keeper
949,DanCoulton,4,5.0,1109.23,Super Flex Keeper
949,JoeWright,8,7.0,1124.17,Super Flex Keeper
949,LannySenior,11,9.0,1165.58,Super Flex Keeper
949,Pindeco,7,6.0,1115.07,Super Flex Keeper
949,Tomcoulton10,5,7.0,1160.43,Super Flex Keeper
949,benturvill61,1,9.0,1226.07,Super Flex Keeper
949,hyperpringle,9,9.0,1230.52,Super Flex Keeper
949,jhh82,12,8.0,1131.05,Super Flex Keeper
949,mikepearson,2,5.0,1069.67,Super Flex Keeper
949,msouthwell,10,6.0,1181.56,Super Flex Keeper
949,splangtree,3,7.0,1041.24,Super Flex Keeper
950,0llie,6,13.0,1247.14,Super Flex Keeper
950,DanCoulton,4,3.0,1134.89,Super Flex Keeper
950,JoeWright,8,6.0,1099.91,Super Flex Keeper
950,LannySenior,11,4.0,1096.53,Super Flex Keeper
950,Pindeco,7,10.0,1250.8899999999999,Super Flex Keeper
950,Tomcoulton10,5,9.0,1327.05,Super Flex Keeper
950,benturvill61,1,8.0,1137.77,Super Flex Keeper
950,hyperpringle,9,6.0,1105.49,Super Flex Keeper
950,jhh82,12,7.0,1136.51,Super Flex Keeper
950,mikepearson,2,7.0,1147.65,Super Flex Keeper
950,msouthwell,10,4.0,1067.42,Super Flex Keeper
950,splangtree,3,7.0,1172.03,Super Flex Keeper
951,0llie,6,8.0,1202.26,Super Flex Keeper
951,DanCoulton,4,6.0,1244.5,Super Flex Keeper
951,JoeWright,8,8.0,1161.77,Super Flex Keeper
951,LannySenior,11,5.0,1127.45,Super Flex Keeper
951,Pindeco,7,11.0,1310.45,Super Flex Keeper
951,Tomcoulton10,5,6.0,1201.66,Super Flex Keeper
951,benturvill61,1,7.0,1198.4,Super Flex Keeper
951,hyperpringle,9,8.0,1150.79,Super Flex Keeper
951,jhh82,12,2.0,1053.18,Super Flex Keeper
951,mikepearson,2,7.0,1084.82,Super Flex Keeper
951,msouthwell,10,8.0,1226.9,Super Flex Keeper
951,splangtree,3,8.0,1156.89,Super Flex Keeper
952,0llie,6,11.0,1229.77,Super Flex Keeper
952,DanCoulton,4,6.0,1177.56,Super Flex Keeper
952,JoeWright,8,6.0,1040.23,Super Flex Keeper
952,LannySenior,11,5.0,1143.22,Super Flex Keeper
952,Pindeco,7,6.0,1209.59,Super Flex Keeper
952,Tomcoulton10,5,7.0,1236.99,Super Flex Keeper
952,benturvill61,1,10.0,1316.93,Super Flex Keeper
952,hyperpringle,9,10.0,1258.1,Super Flex Keeper
952,jhh82,12,6.0,1021.98,Super Flex Keeper
952,mikepearson,2,3.0,1094.37,Super Flex Keeper
952,msouthwell,10,9.0,1195.97,Super Flex Keeper
952,splangtree,3,5.0,1132.56,Super Flex Keeper
953,0llie,6,10.0,1204.68,Super Flex Keeper
953,DanCoulton,4,8.0,1209.21,Super Flex Keeper
953,JoeWright,8,6.0,1103.34,Super Flex Keeper
953,LannySenior,11,4.0,1082.17,Super Flex Keeper
953,Pindeco,7,6.0,1157.41,Super Flex Keeper
953,Tomcoulton10,5,7.0,1161.07,Super Flex Keeper
953,benturvill61,1,11.0,1345.52,Super Flex Keeper
953,hyperpringle,9,10.0,1263.42,Super Flex Keeper
953,jhh82,12,7.0,1179.2,Super Flex Keeper
953,mikepearson,2,4.0,1079.72,Super Flex Keeper
953,msouthwell,10,8.0,1185.23,Super Flex Keeper
953,splangtree,3,3.0,1168.24,Super Flex Keeper
954,0llie,6,11.0,1282.29,Super Flex Keeper
954,DanCoulton,4,6.0,1240.17,Super Flex Keeper
954,JoeWright,8,7.0,1140.89,Super Flex Keeper
954,LannySenior,11,7.0,1124.54,Super Flex Keeper
954,Pindeco,7,7.0,1171.84,Super Flex Keeper
954,Tomcoulton10,5,8.0,1313.84,Super Flex Keeper
954,benturvill61,1,10.0,1215.25,Super Flex Keeper
954,hyperpringle,9,7.0,1161.66,Super Flex Keeper
954,jhh82,12,5.0,1063.59,Super Flex Keeper
954,mikepearson,2,5.0,1095.17,Super Flex Keeper
954,msouthwell,10,7.0,1204.14,Super Flex Keeper
954,splangtree,3,4.0,1148.42,Super Flex Keeper
955,0llie,6,6.0,1156.03,Super Flex Keeper
955,DanCoulton,4,7.0,1241.51,Super Flex Keeper
955,JoeWright,8,7.0,1116.06,Super Flex Keeper
955,LannySenior,11,6.0,1108.95,Super Flex Keeper
955,Pindeco,7,7.0,1183.35,Super Flex Keeper
955,Tomcoulton10,5,6.0,1172.68,Super Flex Keeper
955,benturvill61,1,7.0,1165.84,Super Flex Keeper
955,hyperpringle,9,10.0,1204.97,Super Flex Keeper
955,jhh82,12,6.0,1127.69,Super Flex Keeper
955,mikepearson,2,6.0,1083.22,Super Flex Keeper
955,msouthwell,10,7.0,1123.83,Super Flex Keeper
955,splangtree,3,9.0,1170.17,Super Flex Keeper
956,0llie,6,8.0,1176.6299999999999,Super Flex Keeper
956,DanCoulton,4,11.0,1230.6599999999999,Super Flex Keeper
956,JoeWright,8,6.0,1163.96,Super Flex Keeper
956,LannySenior,11,4.0,1089.32,Super Flex Keeper
956,Pindeco,7,4.0,1157.02,Super Flex Keeper
956,Tomcoulton10,5,8.0,1244.82,Super Flex Keeper
956,benturvill61,1,10.0,1270.91,Super Flex Keeper
956,hyperpringle,9,7.0,1220.8899999999999,Super Flex Keeper
956,jhh82,12,6.0,1112.8899999999999,Super Flex Keeper
956,mikepearson,2,7.0,1067.84,Super Flex Keeper
956,msouthwell,10,7.0,1159.44,Super Flex Keeper
956,splangtree,3,6.0,1147.51,Super Flex Keeper
957,0llie,6,7.0,1179.92,Super Flex Keeper
957,DanCoulton,4,7.0,1196.98,Super Flex Keeper
957,JoeWright,8,9.0,1228.41,Super Flex Keeper
957,LannySenior,11,5.0,1091.16,Super Flex Keeper
957,Pindeco,7,7.0,1273.21,Super Flex Keeper
957,Tomcoulton10,5,9.0,1400.88,Super Flex Keeper
957,benturvill61,1,7.0,1199.23,Super Flex Keeper
957,hyperpringle,9,9.0,1222.3500000000001,Super Flex Keeper
957,jhh82,12,5.0,1072.52,Super Flex Keeper
957,mikepearson,2,5.0,1007.77,Super Flex Keeper
957,msouthwell,10,8.0,1292.65,Super Flex Keeper
957,splangtree,3,6.0,1129.76,Super Flex Keeper
958,0llie,6,4.0,1120.83,Super Flex Keeper
958,DanCoulton,4,10.0,1168.08,Super Flex Keeper
958,JoeWright,8,8.0,1205.18,Super Flex Keeper
958,LannySenior,11,8.0,1191.56,Super Flex Keeper
958,Pindeco,7,6.0,1191.3700000000001,Super Flex Keeper
958,Tomcoulton10,5,7.0,1239.14,Super Flex Keeper
958,benturvill61,1,12.0,1348.72,Super Flex Keeper
958,hyperpringle,9,9.0,1290.54,Super Flex Keeper
958,jhh82,12,7.0,1076.99,Super Flex Keeper
958,mikepearson,2,4.0,1034.48,Super Flex Keeper
958,msouthwell,10,4.0,1083.4,Super Flex Keeper
958,splangtree,3,5.0,1152.38,Super Flex Keeper
959,0llie,6,9.0,1180.32,Super Flex Keeper
959,DanCoulton,4,5.0,1159.03,Super Flex Keeper
959,JoeWright,8,10.0,1201.04,Super Flex Keeper
959,LannySenior,11,4.0,1168.51,Super Flex Keeper
959,Pindeco,7,7.0,1252.83,Super Flex Keeper
959,Tomcoulton10,5,7.0,1206.03,Super Flex Keeper
959,benturvill61,1,10.0,1312.7,Super Flex Keeper
959,hyperpringle,9,6.0,1137.42,Super Flex Keeper
959,jhh82,12,6.0,1238.08,Super Flex Keeper
959,mikepearson,2,5.0,1025.45,Super Flex Keeper
959,msouthwell,10,7.0,1252.18,Super Flex Keeper
959,splangtree,3,8.0,1247.2,Super Flex Keeper
960,0llie,6,8.0,1281.95,Super Flex Keeper
960,DanCoulton,4,9.0,1196.69,Super Flex Keeper
960,JoeWright,8,5.0,1128.48,Super Flex Keeper
960,LannySenior,11,6.0,1129.98,Super Flex Keeper
960,Pindeco,7,7.0,1197.93,Super Flex Keeper
960,Tomcoulton10,5,9.0,1247.83,Super Flex Keeper
960,benturvill61,1,9.0,1319.21,Super Flex Keeper
960,hyperpringle,9,9.0,1218.45,Super Flex Keeper
960,jhh82,12,5.0,1028.32,Super Flex Keeper
960,mikepearson,2,2.0,1037.95,Super Flex Keeper
960,msouthwell,10,9.0,1106.92,Super Flex Keeper
960,splangtree,3,6.0,1098.65,Super Flex Keeper
961,0llie,6,9.0,1156.01,Super Flex Keeper
961,DanCoulton,4,7.0,1286.27,Super Flex Keeper
961,JoeWright,8,5.0,1183.66,Super Flex Keeper
961,LannySenior,11,6.0,1069.56,Super Flex Keeper
961,Pindeco,7,8.0,1149.25,Super Flex Keeper
961,Tomcoulton10,5,7.0,1212.83,Super Flex Keeper
961,benturvill61,1,10.0,1246.77,Super Flex Keeper
961,hyperpringle,9,9.0,1212.2,Super Flex Keeper
961,jhh82,12,4.0,1076.9,Super Flex Keeper
961,mikepearson,2,7.0,1107.26,Super Flex Keeper
961,msouthwell,10,7.0,1111.7,Super Flex Keeper
961,splangtree,3,5.0,1132.6100000000001,Super Flex Keeper
962,0llie,6,5.0,1098.5,Super Flex Keeper
962,DanCoulton,4,7.0,1195.61,Super Flex Keeper
962,JoeWright,8,5.0,1068.84,Super Flex Keeper
962,LannySenior,11,7.0,1203.29,Super Flex Keeper
962,Pindeco,7,10.0,1233.18,Super Flex Keeper
962,Tomcoulton10,5,8.0,1151.29,Super Flex Keeper
962,benturvill61,1,8.0,1194.73,Super Flex Keeper
962,hyperpringle,9,7.0,1177.81,Super Flex Keeper
962,jhh82,12,8.0,1207.93,Super Flex Keeper
962,mikepearson,2,8.0,1104.5,Super Flex Keeper
962,msouthwell,10,5.0,1185.8,Super Flex Keeper
962,splangtree,3,6.0,1104.21,Super Flex Keeper
963,0llie,6,6.0,1231.81,Super Flex Keeper
963,DanCoulton,4,8.0,1278.62,Super Flex Keeper
963,JoeWright,8,6.0,1134.42,Super Flex Keeper
963,LannySenior,11,4.0,1082.82,Super Flex Keeper
963,Pindeco,7,7.0,1289.8700000000001,Super Flex Keeper
963,Tomcoulton10,5,6.0,1222.63,Super Flex Keeper
963,benturvill61,1,9.0,1261.24,Super Flex Keeper
963,hyperpringle,9,8.0,1223.24,Super Flex Keeper
963,jhh82,12,8.0,1095.97,Super Flex Keeper
963,mikepearson,2,10.0,1153.41,Super Flex Keeper
963,msouthwell,10,6.0,1126.1299999999999,Super Flex Keeper
963,splangtree,3,6.0,1114.15,Super Flex Keeper
964,0llie,6,8.0,1306.97,Super Flex Keeper
964,DanCoulton,4,7.0,1107.21,Super Flex Keeper
964,JoeWright,8,5.0,1155.51,Super Flex Keeper
964,LannySenior,11,5.0,1199.99,Super Flex Keeper
964,Pindeco,7,7.0,1187.88,Super Flex Keeper
964,Tomcoulton10,5,5.0,1252.05,Super Flex Keeper
964,benturvill61,1,10.0,1180.92,Super Flex Keeper
964,hyperpringle,9,7.0,1264.18,Super Flex Keeper
964,jhh82,12,8.0,1143.29,Super Flex Keeper
964,mikepearson,2,8.0,1140.18,Super Flex Keeper
964,msouthwell,10,6.0,1117.34,Super Flex Keeper
964,splangtree,3,8.0,1150.86,Super Flex Keeper
965,0llie,6,9.0,1212.98,Super Flex Keeper
965,DanCoulton,4,4.0,1100.72,Super Flex Keeper
965,JoeWright,8,7.0,1142.6200000000001,Super Flex Keeper
965,LannySenior,11,3.0,1111.21,Super Flex Keeper
965,Pindeco,7,10.0,1263.15,Super Flex Keeper
965,Tomcoulton10,5,6.0,1114.05,Super Flex Keeper
965,benturvill61,1,11.0,1291.49,Super Flex Keeper
965,hyperpringle,9,9.0,1185.13,Super Flex Keeper
965,jhh82,12,5.0,1014.14,Super Flex Keeper
965,mikepearson,2,5.0,1097.12,Super Flex Keeper
965,msouthwell,10,6.0,1184.76,Super Flex Keeper
965,splangtree,3,9.0,1133.76,Super Flex Keeper
966,0llie,6,10.0,1189.27,Super Flex Keeper
966,DanCoulton,4,6.0,1142.04,Super Flex Keeper
966,JoeWright,8,8.0,1183.78,Super Flex Keeper
966,LannySenior,11,5.0,1038.85,Super Flex Keeper
966,Pindeco,7,7.0,1248.76,Super Flex Keeper
966,Tomcoulton10,5,6.0,1250.55,Super Flex Keeper
966,benturvill61,1,6.0,1127.15,Super Flex Keeper
966,hyperpringle,9,7.0,1178.65,Super Flex Keeper
966,jhh82,12,3.0,1078.3600000000001,Super Flex Keeper
966,mikepearson,2,9.0,1063.89,Super Flex Keeper
966,msouthwell,10,9.0,1221.95,Super Flex Keeper
966,splangtree,3,8.0,1152.55,Super Flex Keeper
967,0llie,6,9.0,1281.44,Super Flex Keeper
967,DanCoulton,4,6.0,1149.52,Super Flex Keeper
967,JoeWright,8,9.0,1223.9,Super Flex Keeper
967,LannySenior,11,4.0,1113.01,Super Flex Keeper
967,Pindeco,7,10.0,1221.51,Super Flex Keeper
967,Tomcoulton10,5,4.0,1224.77,Super Flex Keeper
967,benturvill61,1,8.0,1167.72,Super Flex Keeper
967,hyperpringle,9,7.0,1257.12,Super Flex Keeper
967,jhh82,12,7.0,1080.38,Super Flex Keeper
967,mikepearson,2,6.0,1014.0899999999999,Super Flex Keeper
967,msouthwell,10,8.0,1281.04,Super Flex Keeper
967,splangtree,3,6.0,1139.78,Super Flex Keeper
968,0llie,6,7.0,1141.21,Super Flex Keeper
968,DanCoulton,4,7.0,1178.27,Super Flex Keeper
968,JoeWright,8,4.0,1111.83,Super Flex Keeper
968,LannySenior,11,6.0,1063.54,Super Flex Keeper
968,Pindeco,7,8.0,1185.96,Super Flex Keeper
968,Tomcoulton10,5,5.0,1198.31,Super Flex Keeper
968,benturvill61,1,12.0,1294.15,Super Flex Keeper
968,hyperpringle,9,11.0,1236.44,Super Flex Keeper
968,jhh82,12,7.0,1121.1,Super Flex Keeper
968,mikepearson,2,4.0,1011.63,Super Flex Keeper
968,msouthwell,10,8.0,1176.72,Super Flex Keeper
968,splangtree,3,5.0,1102.25,Super Flex Keeper
969,0llie,6,7.0,1135.62,Super Flex Keeper
969,DanCoulton,4,8.0,1263.16,Super Flex Keeper
969,JoeWright,8,8.0,1208.8600000000001,Super Flex Keeper
969,LannySenior,11,5.0,1130.8,Super Flex Keeper
969,Pindeco,7,8.0,1258.3600000000001,Super Flex Keeper
969,Tomcoulton10,5,8.0,1266.73,Super Flex Keeper
969,benturvill61,1,9.0,1252.89,Super Flex Keeper
969,hyperpringle,9,8.0,1204.95,Super Flex Keeper
969,jhh82,12,6.0,1142.59,Super Flex Keeper
969,mikepearson,2,6.0,1098.79,Super Flex Keeper
969,msouthwell,10,5.0,1186.63,Super Flex Keeper
969,splangtree,3,6.0,1143.21,Super Flex Keeper
970,0llie,6,6.0,1247.01,Super Flex Keeper
970,DanCoulton,4,4.0,1204.16,Super Flex Keeper
970,JoeWright,8,6.0,1086.83,Super Flex Keeper
970,LannySenior,11,6.0,1199.03,Super Flex Keeper
970,Pindeco,7,8.0,1225.16,Super Flex Keeper
970,Tomcoulton10,5,10.0,1305.1100000000001,Super Flex Keeper
970,benturvill61,1,9.0,1239.18,Super Flex Keeper
970,hyperpringle,9,11.0,1278.31,Super Flex Keeper
970,jhh82,12,5.0,1075.18,Super Flex Keeper
970,mikepearson,2,5.0,995.3,Super Flex Keeper
970,msouthwell,10,6.0,1054.07,Super Flex Keeper
970,splangtree,3,8.0,1170.8600000000001,Super Flex Keeper
971,0llie,6,8.0,1138.77,Super Flex Keeper
971,DanCoulton,4,8.0,1217.41,Super Flex Keeper
971,JoeWright,8,7.0,1233.31,Super Flex Keeper
971,LannySenior,11,7.0,1099.75,Super Flex Keeper
971,Pindeco,7,4.0,1182.91,Super Flex Keeper
971,Tomcoulton10,5,8.0,1196.87,Super Flex Keeper
971,benturvill61,1,11.0,1152.2,Super Flex Keeper
971,hyperpringle,9,7.0,1187.19,Super Flex Keeper
971,jhh82,12,8.0,1127.63,Super Flex Keeper
971,mikepearson,2,6.0,1069.61,Super Flex Keeper
971,msouthwell,10,7.0,1042.6,Super Flex Keeper
971,splangtree,3,3.0,1044.42,Super Flex Keeper
972,0llie,6,9.0,1180.94,Super Flex Keeper
972,DanCoulton,4,7.0,1201.22,Super Flex Keeper
972,JoeWright,8,5.0,1054.63,Super Flex Keeper
972,LannySenior,11,5.0,1096.83,Super Flex Keeper
972,Pindeco,7,11.0,1207.33,Super Flex Keeper
972,Tomcoulton10,5,4.0,1139.4,Super Flex Keeper
972,benturvill61,1,10.0,1291.71,Super Flex Keeper
972,hyperpringle,9,7.0,1126.66,Super Flex Keeper
972,jhh82,12,7.0,1064.08,Super Flex Keeper
972,mikepearson,2,4.0,1044.5,Super Flex Keeper
972,msouthwell,10,8.0,1226.34,Super Flex Keeper
972,splangtree,3,7.0,1225.57,Super Flex Keeper
973,0llie,6,10.0,1178.3899999999999,Super Flex Keeper
973,DanCoulton,4,5.0,1211.21,Super Flex Keeper
973,JoeWright,8,6.0,1091.53,Super Flex Keeper
973,LannySenior,11,6.0,1162.08,Super Flex Keeper
973,Pindeco,7,3.0,1019.76,Super Flex Keeper
